measure,interval_start,interval_end,ratio,numerator,denominator,prior_opioid_rx,age_group,imd_decile
count_wait_imd,2000-09-23,2000-09-29,0.064692982,59,912,,,9
count_wait_imd,2000-09-23,2000-09-29,0.174882629,149,852,,,2
count_wait_imd,2000-09-23,2000-09-29,0.128231644,124,967,,,10 (least deprived)
count_wait_imd,2000-09-23,2000-09-29,0.094318182,83,880,,,3
count_wait_imd,2000-09-23,2000-09-29,0.097768332,92,941,,,7
count_wait,2000-09-30,2000-10-06,0.16367713,146,892,,,
count_wait_prior,2000-09-30,2000-10-06,0.090813094,86,947,T,,
count_wait_prior,2000-09-30,2000-10-06,0.154734411,134,866,F,,
count_wait_age,2000-09-30,2000-10-06,0.109877913,99,901,,80+,
count_wait_age,2000-09-30,2000-10-06,0.096566524,90,932,,60-69,
count_wait_age,2000-09-30,2000-10-06,0.05629478,55,977,,18-39,
count_wait_age,2000-09-30,2000-10-06,0.145679012,118,810,,70-79,
count_wait_age,2000-09-30,2000-10-06,0.143360752,122,851,,40-49,
count_wait_age,2000-09-30,2000-10-06,0.092651757,87,939,,50-59,
count_wait_imd,2000-09-30,2000-10-06,0.062706271,57,909,,,Unknown
count_wait_imd,2000-09-30,2000-10-06,0.077630235,76,979,,,5
count_wait_imd,2000-09-30,2000-10-06,0.121278942,110,907,,,6
count_wait_imd,2000-09-30,2000-10-06,0.168408827,145,861,,,1 (most deprived)
count_wait_imd,2000-09-30,2000-10-06,0.114080164,111,973,,,4
count_wait_imd,2000-09-30,2000-10-06,0.094455852,92,974,,,9
count_wait_imd,2000-09-30,2000-10-06,0.080147965,65,811,,,2
count_wait_imd,2000-09-30,2000-10-06,0.180348259,145,804,,,10 (least deprived)
count_wait_imd,2000-09-30,2000-10-06,0.167630058,145,865,,,3
count_wait_imd,2000-09-30,2000-10-06,0.063679245,54,848,,,7
count_wait,2000-10-07,2000-10-13,0.105489774,98,929,,,
count_wait_prior,2000-10-07,2000-10-13,0.071256039,59,828,T,,
count_wait_prior,2000-10-07,2000-10-13,0.117263844,108,921,F,,
count_wait_age,2000-10-07,2000-10-13,0.05978898,51,853,,80+,
count_wait_age,2000-10-07,2000-10-13,0.126163392,122,967,,60-69,
count_wait_age,2000-10-07,2000-10-13,0.103567319,90,869,,18-39,
count_wait_age,2000-10-07,2000-10-13,0.164044944,146,890,,70-79,
count_wait_age,2000-10-07,2000-10-13,0.092409241,84,909,,40-49,
count_wait_age,2000-10-07,2000-10-13,0.134328358,126,938,,50-59,
count_wait_imd,2000-10-07,2000-10-13,0.098887515,80,809,,,Unknown
count_wait_imd,2000-10-07,2000-10-13,0.122406639,118,964,,,5
count_wait_imd,2000-10-07,2000-10-13,0.122827346,106,863,,,6
count_wait_imd,2000-10-07,2000-10-13,0.16992665,139,818,,,1 (most deprived)
count_wait_imd,2000-10-07,2000-10-13,0.064293915,56,871,,,4
count_wait_imd,2000-10-07,2000-10-13,0.147147147,147,999,,,9
count_wait_imd,2000-10-07,2000-10-13,0.076677316,72,939,,,2
count_wait_imd,2000-10-07,2000-10-13,0.132435466,118,891,,,10 (least deprived)
count_wait_imd,2000-10-07,2000-10-13,0.18159204,146,804,,,3
count_wait_imd,2000-10-07,2000-10-13,0.064516129,60,930,,,7
count_wait,2000-10-14,2000-10-20,0.092004381,84,913,,,
count_wait_prior,2000-10-14,2000-10-20,0.097959184,96,980,T,,
count_wait_prior,2000-10-14,2000-10-20,0.128772636,128,994,F,,
count_wait_age,2000-10-14,2000-10-20,0.106223176,99,932,,80+,
count_wait_age,2000-10-14,2000-10-20,0.07606264,68,894,,60-69,
count_wait_age,2000-10-14,2000-10-20,0.117227319,115,981,,18-39,
count_wait_age,2000-10-14,2000-10-20,0.114318707,99,866,,70-79,
count_wait_age,2000-10-14,2000-10-20,0.0708061,65,918,,40-49,
count_wait_age,2000-10-14,2000-10-20,0.080522307,74,919,,50-59,
count_wait_imd,2000-10-14,2000-10-20,0.141486811,118,834,,,Unknown
count_wait_imd,2000-10-14,2000-10-20,0.112440191,94,836,,,5
count_wait_imd,2000-10-14,2000-10-20,0.087777778,79,900,,,6
count_wait_imd,2000-10-14,2000-10-20,0.113970588,93,816,,,1 (most deprived)
count_wait_imd,2000-10-14,2000-10-20,0.111245466,92,827,,,4
count_wait_imd,2000-10-14,2000-10-20,0.098751419,87,881,,,9
count_wait_imd,2000-10-14,2000-10-20,0.071835804,63,877,,,2
count_wait_imd,2000-10-14,2000-10-20,0.05115346,51,997,,,10 (least deprived)
count_wait_imd,2000-10-14,2000-10-20,0.126834382,121,954,,,3
count_wait_imd,2000-10-14,2000-10-20,0.142857143,142,994,,,7
count_wait,2000-10-21,2000-10-27,0.086146682,74,859,,,
count_wait_prior,2000-10-21,2000-10-27,0.103598691,95,917,T,,
count_wait_prior,2000-10-21,2000-10-27,0.096112311,89,926,F,,
count_wait_age,2000-10-21,2000-10-27,0.106275304,105,988,,80+,
count_wait_age,2000-10-21,2000-10-27,0.133401222,131,982,,60-69,
count_wait_age,2000-10-21,2000-10-27,0.09864365,80,811,,18-39,
count_wait_age,2000-10-21,2000-10-27,0.167808219,147,876,,70-79,
count_wait_age,2000-10-21,2000-10-27,0.059496568,52,874,,40-49,
count_wait_age,2000-10-21,2000-10-27,0,0,10,,50-59,
count_wait_imd,2000-10-21,2000-10-27,0,0,34,,,Unknown
count_wait_imd,2000-10-21,2000-10-27,0,0,2,,,5
count_wait_imd,2000-10-21,2000-10-27,0,0,2,,,6
count_wait_imd,2000-10-21,2000-10-27,0,0,1,,,1 (most deprived)
count_wait_imd,2000-10-21,2000-10-27,0,0,2,,,4
count_wait_imd,2000-10-21,2000-10-27,0,0,2,,,9
count_wait_imd,2000-10-21,2000-10-27,0,0,1,,,2
count_wait_imd,2000-10-21,2000-10-27,0,0,1,,,10 (least deprived)
count_wait_imd,2000-10-21,2000-10-27,0,0,2,,,3
count_wait_imd,2000-10-21,2000-10-27,0,0,2,,,7
count_wait,2000-10-28,2000-11-03,0,0,48,,,
count_wait_prior,2000-10-28,2000-11-03,0,0,12,T,,
count_wait_prior,2000-10-28,2000-11-03,0,0,36,F,,
count_wait_age,2000-10-28,2000-11-03,0,0,10,,80+,
count_wait_age,2000-10-28,2000-11-03,0,0,14,,18-39,
count_wait_age,2000-10-28,2000-11-03,0,0,3,,70-79,
count_wait_age,2000-10-28,2000-11-03,0,0,7,,60-69,
count_wait_age,2000-10-28,2000-11-03,0,0,4,,40-49,
count_wait_age,2000-10-28,2000-11-03,0,0,10,,50-59,
count_wait_imd,2000-10-28,2000-11-03,0,0,33,,,Unknown
count_wait_imd,2000-10-28,2000-11-03,0,0,2,,,5
count_wait_imd,2000-10-28,2000-11-03,0,0,2,,,6
count_wait_imd,2000-10-28,2000-11-03,0,0,1,,,1 (most deprived)
count_wait_imd,2000-10-28,2000-11-03,0,0,2,,,4
count_wait_imd,2000-10-28,2000-11-03,0,0,2,,,9
count_wait_imd,2000-10-28,2000-11-03,0,0,1,,,2
count_wait_imd,2000-10-28,2000-11-03,0,0,1,,,10 (least deprived)
count_wait_imd,2000-10-28,2000-11-03,0,0,2,,,3
count_wait_imd,2000-10-28,2000-11-03,0,0,2,,,7
count_wait,2000-11-04,2000-11-10,0,0,47,,,
count_wait_prior,2000-11-04,2000-11-10,0,0,11,T,,
count_wait_prior,2000-11-04,2000-11-10,0,0,36,F,,
count_wait_age,2000-11-04,2000-11-10,0,0,10,,80+,
count_wait_age,2000-11-04,2000-11-10,0,0,14,,18-39,
count_wait_age,2000-11-04,2000-11-10,0,0,3,,70-79,
count_wait_age,2000-11-04,2000-11-10,0,0,7,,60-69,
count_wait_age,2000-11-04,2000-11-10,0,0,4,,40-49,
count_wait_age,2000-11-04,2000-11-10,0,0,9,,50-59,
count_wait_imd,2000-11-04,2000-11-10,0,0,33,,,Unknown
count_wait_imd,2000-11-04,2000-11-10,0,0,1,,,5
count_wait_imd,2000-11-04,2000-11-10,0,0,2,,,6
count_wait_imd,2000-11-04,2000-11-10,0,0,1,,,1 (most deprived)
count_wait_imd,2000-11-04,2000-11-10,0,0,2,,,4
count_wait_imd,2000-11-04,2000-11-10,0,0,2,,,9
count_wait_imd,2000-11-04,2000-11-10,0,0,1,,,2
count_wait_imd,2000-11-04,2000-11-10,0,0,1,,,10 (least deprived)
count_wait_imd,2000-11-04,2000-11-10,0,0,2,,,3
count_wait_imd,2000-11-04,2000-11-10,0,0,2,,,7
count_wait,2000-11-11,2000-11-17,0,0,44,,,
count_wait_prior,2000-11-11,2000-11-17,0,0,9,T,,
count_wait_prior,2000-11-11,2000-11-17,0,0,35,F,,
count_wait_age,2000-11-11,2000-11-17,0,0,9,,80+,
count_wait_age,2000-11-11,2000-11-17,0,0,13,,18-39,
count_wait_age,2000-11-11,2000-11-17,0,0,7,,60-69,
count_wait_age,2000-11-11,2000-11-17,0,0,2,,70-79,
count_wait_age,2000-11-11,2000-11-17,0,0,4,,40-49,
count_wait_age,2000-11-11,2000-11-17,0,0,9,,50-59,
count_wait_imd,2000-11-11,2000-11-17,0,0,32,,,Unknown
count_wait_imd,2000-11-11,2000-11-17,0,0,1,,,6
count_wait_imd,2000-11-11,2000-11-17,0,0,1,,,1 (most deprived)
count_wait_imd,2000-11-11,2000-11-17,0,0,2,,,4
count_wait_imd,2000-11-11,2000-11-17,0,0,2,,,9
count_wait_imd,2000-11-11,2000-11-17,0,0,1,,,2
count_wait_imd,2000-11-11,2000-11-17,0,0,1,,,10 (least deprived)
count_wait_imd,2000-11-11,2000-11-17,0,0,2,,,3
count_wait_imd,2000-11-11,2000-11-17,0,0,2,,,7
count_wait,2000-11-18,2000-11-24,0,0,43,,,
count_wait_prior,2000-11-18,2000-11-24,0,0,9,T,,
count_wait_prior,2000-11-18,2000-11-24,0,0,34,F,,
count_wait_age,2000-11-18,2000-11-24,0,0,9,,80+,
count_wait_age,2000-11-18,2000-11-24,0,0,12,,18-39,
count_wait_age,2000-11-18,2000-11-24,0,0,7,,60-69,
count_wait_age,2000-11-18,2000-11-24,0,0,2,,70-79,
count_wait_age,2000-11-18,2000-11-24,0,0,4,,40-49,
count_wait_age,2000-11-18,2000-11-24,0,0,9,,50-59,
count_wait_imd,2000-11-18,2000-11-24,0,0,31,,,Unknown
count_wait_imd,2000-11-18,2000-11-24,0,0,1,,,6
count_wait_imd,2000-11-18,2000-11-24,0,0,1,,,1 (most deprived)
count_wait_imd,2000-11-18,2000-11-24,0,0,2,,,4
count_wait_imd,2000-11-18,2000-11-24,0,0,2,,,9
count_wait_imd,2000-11-18,2000-11-24,0,0,1,,,2
count_wait_imd,2000-11-18,2000-11-24,0,0,1,,,10 (least deprived)
count_wait_imd,2000-11-18,2000-11-24,0,0,2,,,3
count_wait_imd,2000-11-18,2000-11-24,0,0,2,,,7
count_wait,2000-11-25,2000-12-01,0.023255814,1,43,,,
count_wait_prior,2000-11-25,2000-12-01,0.111111111,1,9,T,,
count_wait_prior,2000-11-25,2000-12-01,0,0,34,F,,
count_wait_age,2000-11-25,2000-12-01,0,0,9,,80+,
count_wait_age,2000-11-25,2000-12-01,0,0,12,,18-39,
count_wait_age,2000-11-25,2000-12-01,0.142857143,1,7,,60-69,
count_wait_age,2000-11-25,2000-12-01,0,0,2,,70-79,
count_wait_age,2000-11-25,2000-12-01,0,0,4,,40-49,
count_wait_age,2000-11-25,2000-12-01,0,0,9,,50-59,
count_wait_imd,2000-11-25,2000-12-01,0.032258065,1,31,,,Unknown
count_wait_imd,2000-11-25,2000-12-01,0,0,1,,,6
count_wait_imd,2000-11-25,2000-12-01,0,0,1,,,1 (most deprived)
count_wait_imd,2000-11-25,2000-12-01,0,0,2,,,4
count_wait_imd,2000-11-25,2000-12-01,0,0,2,,,9
count_wait_imd,2000-11-25,2000-12-01,0,0,1,,,2
count_wait_imd,2000-11-25,2000-12-01,0,0,1,,,10 (least deprived)
count_wait_imd,2000-11-25,2000-12-01,0,0,2,,,3
count_wait_imd,2000-11-25,2000-12-01,0,0,2,,,7
count_wait,2000-12-02,2000-12-08,0,0,42,,,
count_wait_prior,2000-12-02,2000-12-08,0,0,8,T,,
count_wait_prior,2000-12-02,2000-12-08,0,0,34,F,,
count_wait_age,2000-12-02,2000-12-08,0,0,9,,80+,
count_wait_age,2000-12-02,2000-12-08,0,0,12,,18-39,
count_wait_age,2000-12-02,2000-12-08,0,0,7,,60-69,
count_wait_age,2000-12-02,2000-12-08,0,0,2,,70-79,
count_wait_age,2000-12-02,2000-12-08,0,0,4,,40-49,
count_wait_age,2000-12-02,2000-12-08,0,0,8,,50-59,
count_wait_imd,2000-12-02,2000-12-08,0,0,30,,,Unknown
count_wait_imd,2000-12-02,2000-12-08,0,0,1,,,6
count_wait_imd,2000-12-02,2000-12-08,0,0,1,,,1 (most deprived)
count_wait_imd,2000-12-02,2000-12-08,0,0,2,,,4
count_wait_imd,2000-12-02,2000-12-08,0,0,2,,,9
count_wait_imd,2000-12-02,2000-12-08,0,0,1,,,2
count_wait_imd,2000-12-02,2000-12-08,0,0,1,,,10 (least deprived)
count_wait_imd,2000-12-02,2000-12-08,0,0,2,,,3
count_wait_imd,2000-12-02,2000-12-08,0,0,2,,,7
count_wait,2000-12-09,2000-12-15,0,0,41,,,
count_wait_prior,2000-12-09,2000-12-15,0,0,34,F,,
count_wait_prior,2000-12-09,2000-12-15,0,0,7,T,,
count_wait_age,2000-12-09,2000-12-15,0,0,12,,18-39,
count_wait_age,2000-12-09,2000-12-15,0,0,7,,60-69,
count_wait_age,2000-12-09,2000-12-15,0,0,2,,70-79,
count_wait_age,2000-12-09,2000-12-15,0,0,8,,80+,
count_wait_age,2000-12-09,2000-12-15,0,0,4,,40-49,
count_wait_age,2000-12-09,2000-12-15,0,0,8,,50-59,
count_wait_imd,2000-12-09,2000-12-15,0,0,29,,,Unknown
count_wait_imd,2000-12-09,2000-12-15,0,0,1,,,6
count_wait_imd,2000-12-09,2000-12-15,0,0,1,,,1 (most deprived)
count_wait_imd,2000-12-09,2000-12-15,0,0,2,,,4
count_wait_imd,2000-12-09,2000-12-15,0,0,2,,,9
count_wait_imd,2000-12-09,2000-12-15,0,0,1,,,2
count_wait_imd,2000-12-09,2000-12-15,0,0,1,,,10 (least deprived)
count_wait_imd,2000-12-09,2000-12-15,0,0,2,,,3
count_wait_imd,2000-12-09,2000-12-15,0,0,2,,,7
count_wait,2000-12-16,2000-12-22,0,0,39,,,
count_wait_prior,2000-12-16,2000-12-22,0,0,32,F,,
count_wait_prior,2000-12-16,2000-12-22,0,0,7,T,,
count_wait_age,2000-12-16,2000-12-22,0,0,11,,18-39,
count_wait_age,2000-12-16,2000-12-22,0,0,7,,60-69,
count_wait_age,2000-12-16,2000-12-22,0,0,2,,70-79,
count_wait_age,2000-12-16,2000-12-22,0,0,7,,80+,
count_wait_age,2000-12-16,2000-12-22,0,0,4,,40-49,
count_wait_age,2000-12-16,2000-12-22,0,0,8,,50-59,
count_wait_imd,2000-12-16,2000-12-22,0,0,29,,,Unknown
count_wait_imd,2000-12-16,2000-12-22,0,0,1,,,6
count_wait_imd,2000-12-16,2000-12-22,0,0,1,,,1 (most deprived)
count_wait_imd,2000-12-16,2000-12-22,0,0,2,,,4
count_wait_imd,2000-12-16,2000-12-22,0,0,2,,,9
count_wait_imd,2000-12-16,2000-12-22,0,0,1,,,2
count_wait_imd,2000-12-16,2000-12-22,0,0,1,,,3
count_wait_imd,2000-12-16,2000-12-22,0,0,2,,,7
count_wait,2000-12-23,2000-12-29,0,0,37,,,
count_wait_prior,2000-12-23,2000-12-29,0,0,32,F,,
count_wait_prior,2000-12-23,2000-12-29,0,0,5,T,,
count_wait_age,2000-12-23,2000-12-29,0,0,11,,18-39,
count_wait_age,2000-12-23,2000-12-29,0,0,6,,60-69,
count_wait_age,2000-12-23,2000-12-29,0,0,2,,70-79,
count_wait_age,2000-12-23,2000-12-29,0,0,7,,80+,
count_wait_age,2000-12-23,2000-12-29,0,0,4,,40-49,
count_wait_age,2000-12-23,2000-12-29,0,0,7,,50-59,
count_wait_imd,2000-12-23,2000-12-29,0,0,27,,,Unknown
count_wait_imd,2000-12-23,2000-12-29,0,0,1,,,6
count_wait_imd,2000-12-23,2000-12-29,0,0,1,,,1 (most deprived)
count_wait_imd,2000-12-23,2000-12-29,0,0,2,,,4
count_wait_imd,2000-12-23,2000-12-29,0,0,2,,,9
count_wait_imd,2000-12-23,2000-12-29,0,0,1,,,2
count_wait_imd,2000-12-23,2000-12-29,0,0,1,,,3
count_wait_imd,2000-12-23,2000-12-29,0,0,2,,,7
count_wait,2000-12-30,2001-01-05,0.027027027,1,37,,,
count_wait_prior,2000-12-30,2001-01-05,0.03125,1,32,F,,
count_wait_prior,2000-12-30,2001-01-05,0,0,5,T,,
count_wait_age,2000-12-30,2001-01-05,0,0,11,,18-39,
count_wait_age,2000-12-30,2001-01-05,0.166666667,1,6,,60-69,
count_wait_age,2000-12-30,2001-01-05,0,0,2,,70-79,
count_wait_age,2000-12-30,2001-01-05,0,0,7,,80+,
count_wait_age,2000-12-30,2001-01-05,0,0,4,,40-49,
count_wait_age,2000-12-30,2001-01-05,0,0,7,,50-59,
count_wait_imd,2000-12-30,2001-01-05,0.037037037,1,27,,,Unknown
count_wait_imd,2000-12-30,2001-01-05,0,0,1,,,6
count_wait_imd,2000-12-30,2001-01-05,0,0,1,,,1 (most deprived)
count_wait_imd,2000-12-30,2001-01-05,0,0,2,,,4
count_wait_imd,2000-12-30,2001-01-05,0,0,2,,,9
count_wait_imd,2000-12-30,2001-01-05,0,0,1,,,2
count_wait_imd,2000-12-30,2001-01-05,0,0,1,,,3
count_wait_imd,2000-12-30,2001-01-05,0,0,2,,,7
count_wait,2001-01-06,2001-01-12,0,0,36,,,
count_wait_prior,2001-01-06,2001-01-12,0,0,31,F,,
count_wait_prior,2001-01-06,2001-01-12,0,0,5,T,,
count_wait_age,2001-01-06,2001-01-12,0,0,10,,18-39,
count_wait_age,2001-01-06,2001-01-12,0,0,6,,60-69,
count_wait_age,2001-01-06,2001-01-12,0,0,2,,70-79,
count_wait_age,2001-01-06,2001-01-12,0,0,7,,80+,
count_wait_age,2001-01-06,2001-01-12,0,0,4,,40-49,
count_wait_age,2001-01-06,2001-01-12,0,0,7,,50-59,
count_wait_imd,2001-01-06,2001-01-12,0,0,26,,,Unknown
count_wait_imd,2001-01-06,2001-01-12,0,0,1,,,6
count_wait_imd,2001-01-06,2001-01-12,0,0,1,,,1 (most deprived)
count_wait_imd,2001-01-06,2001-01-12,0,0,2,,,4
count_wait_imd,2001-01-06,2001-01-12,0,0,2,,,9
count_wait_imd,2001-01-06,2001-01-12,0,0,1,,,2
count_wait_imd,2001-01-06,2001-01-12,0,0,1,,,3
count_wait_imd,2001-01-06,2001-01-12,0,0,2,,,7
count_wait,2001-01-13,2001-01-19,0,0,36,,,
count_wait_prior,2001-01-13,2001-01-19,0,0,31,F,,
count_wait_prior,2001-01-13,2001-01-19,0,0,5,T,,
count_wait_age,2001-01-13,2001-01-19,0,0,10,,18-39,
count_wait_age,2001-01-13,2001-01-19,0,0,6,,60-69,
count_wait_age,2001-01-13,2001-01-19,0,0,2,,70-79,
count_wait_age,2001-01-13,2001-01-19,0,0,7,,80+,
count_wait_age,2001-01-13,2001-01-19,0,0,4,,40-49,
count_wait_age,2001-01-13,2001-01-19,0,0,7,,50-59,
count_wait_imd,2001-01-13,2001-01-19,0,0,26,,,Unknown
count_wait_imd,2001-01-13,2001-01-19,0,0,1,,,6
count_wait_imd,2001-01-13,2001-01-19,0,0,1,,,1 (most deprived)
count_wait_imd,2001-01-13,2001-01-19,0,0,2,,,4
count_wait_imd,2001-01-13,2001-01-19,0,0,2,,,9
count_wait_imd,2001-01-13,2001-01-19,0,0,1,,,2
count_wait_imd,2001-01-13,2001-01-19,0,0,1,,,3
count_wait_imd,2001-01-13,2001-01-19,0,0,2,,,7
count_wait,2001-01-20,2001-01-26,0,0,35,,,
count_wait_prior,2001-01-20,2001-01-26,0,0,31,F,,
count_wait_prior,2001-01-20,2001-01-26,0,0,4,T,,
count_wait_age,2001-01-20,2001-01-26,0,0,10,,18-39,
count_wait_age,2001-01-20,2001-01-26,0,0,5,,60-69,
count_wait_age,2001-01-20,2001-01-26,0,0,2,,70-79,
count_wait_age,2001-01-20,2001-01-26,0,0,7,,80+,
count_wait_age,2001-01-20,2001-01-26,0,0,4,,40-49,
count_wait_age,2001-01-20,2001-01-26,0,0,7,,50-59,
count_wait_imd,2001-01-20,2001-01-26,0,0,26,,,Unknown
count_wait_imd,2001-01-20,2001-01-26,0,0,1,,,6
count_wait_imd,2001-01-20,2001-01-26,0,0,1,,,1 (most deprived)
count_wait_imd,2001-01-20,2001-01-26,0,0,2,,,4
count_wait_imd,2001-01-20,2001-01-26,0,0,2,,,9
count_wait_imd,2001-01-20,2001-01-26,0,0,1,,,3
count_wait_imd,2001-01-20,2001-01-26,0,0,2,,,7
count_wait,2001-01-27,2001-02-02,0,0,34,,,
count_wait_prior,2001-01-27,2001-02-02,0,0,30,F,,
count_wait_prior,2001-01-27,2001-02-02,0,0,4,T,,
count_wait_age,2001-01-27,2001-02-02,0,0,10,,18-39,
count_wait_age,2001-01-27,2001-02-02,0,0,5,,60-69,
count_wait_age,2001-01-27,2001-02-02,0,0,2,,70-79,
count_wait_age,2001-01-27,2001-02-02,0,0,7,,80+,
count_wait_age,2001-01-27,2001-02-02,0,0,7,,50-59,
count_wait_age,2001-01-27,2001-02-02,0,0,3,,40-49,
count_wait_imd,2001-01-27,2001-02-02,0,0,26,,,Unknown
count_wait_imd,2001-01-27,2001-02-02,0,0,1,,,6
count_wait_imd,2001-01-27,2001-02-02,0,0,1,,,1 (most deprived)
count_wait_imd,2001-01-27,2001-02-02,0,0,2,,,4
count_wait_imd,2001-01-27,2001-02-02,0,0,1,,,9
count_wait_imd,2001-01-27,2001-02-02,0,0,1,,,3
count_wait_imd,2001-01-27,2001-02-02,0,0,2,,,7
count_wait,2001-02-03,2001-02-09,0,0,34,,,
count_wait_prior,2001-02-03,2001-02-09,0,0,30,F,,
count_wait_prior,2001-02-03,2001-02-09,0,0,4,T,,
count_wait_age,2001-02-03,2001-02-09,0,0,10,,18-39,
count_wait_age,2001-02-03,2001-02-09,0,0,5,,60-69,
count_wait_age,2001-02-03,2001-02-09,0,0,2,,70-79,
count_wait_age,2001-02-03,2001-02-09,0,0,7,,80+,
count_wait_age,2001-02-03,2001-02-09,0,0,7,,50-59,
count_wait_age,2001-02-03,2001-02-09,0,0,3,,40-49,
count_wait_imd,2001-02-03,2001-02-09,0,0,26,,,Unknown
count_wait_imd,2001-02-03,2001-02-09,0,0,1,,,6
count_wait_imd,2001-02-03,2001-02-09,0,0,1,,,1 (most deprived)
count_wait_imd,2001-02-03,2001-02-09,0,0,2,,,4
count_wait_imd,2001-02-03,2001-02-09,0,0,1,,,9
count_wait_imd,2001-02-03,2001-02-09,0,0,1,,,3
count_wait_imd,2001-02-03,2001-02-09,0,0,2,,,7
count_wait,2001-02-10,2001-02-16,0,0,34,,,
count_wait_prior,2001-02-10,2001-02-16,0,0,30,F,,
count_wait_prior,2001-02-10,2001-02-16,0,0,4,T,,
count_wait_age,2001-02-10,2001-02-16,0,0,10,,18-39,
count_wait_age,2001-02-10,2001-02-16,0,0,5,,60-69,
count_wait_age,2001-02-10,2001-02-16,0,0,2,,70-79,
count_wait_age,2001-02-10,2001-02-16,0,0,7,,80+,
count_wait_age,2001-02-10,2001-02-16,0,0,7,,50-59,
count_wait_age,2001-02-10,2001-02-16,0,0,3,,40-49,
count_wait_imd,2001-02-10,2001-02-16,0,0,26,,,Unknown
count_wait_imd,2001-02-10,2001-02-16,0,0,1,,,6
count_wait_imd,2001-02-10,2001-02-16,0,0,1,,,1 (most deprived)
count_wait_imd,2001-02-10,2001-02-16,0,0,2,,,4
count_wait_imd,2001-02-10,2001-02-16,0,0,1,,,9
count_wait_imd,2001-02-10,2001-02-16,0,0,1,,,3
count_wait_imd,2001-02-10,2001-02-16,0,0,2,,,7
count_wait,2001-02-17,2001-02-23,0,0,34,,,
count_wait_prior,2001-02-17,2001-02-23,0,0,30,F,,
count_wait_prior,2001-02-17,2001-02-23,0,0,4,T,,
count_wait_age,2001-02-17,2001-02-23,0,0,10,,18-39,
count_wait_age,2001-02-17,2001-02-23,0,0,5,,60-69,
count_wait_age,2001-02-17,2001-02-23,0,0,2,,70-79,
count_wait_age,2001-02-17,2001-02-23,0,0,7,,80+,
count_wait_age,2001-02-17,2001-02-23,0,0,7,,50-59,
count_wait_age,2001-02-17,2001-02-23,0,0,3,,40-49,
count_wait_imd,2001-02-17,2001-02-23,0,0,26,,,Unknown
count_wait_imd,2001-02-17,2001-02-23,0,0,1,,,6
count_wait_imd,2001-02-17,2001-02-23,0,0,1,,,1 (most deprived)
count_wait_imd,2001-02-17,2001-02-23,0,0,2,,,4
count_wait_imd,2001-02-17,2001-02-23,0,0,1,,,9
count_wait_imd,2001-02-17,2001-02-23,0,0,1,,,3
count_wait_imd,2001-02-17,2001-02-23,0,0,2,,,7
count_wait,2001-02-24,2001-03-02,0,0,34,,,
count_wait_prior,2001-02-24,2001-03-02,0,0,30,F,,
count_wait_prior,2001-02-24,2001-03-02,0,0,4,T,,
count_wait_age,2001-02-24,2001-03-02,0,0,10,,18-39,
count_wait_age,2001-02-24,2001-03-02,0,0,5,,60-69,
count_wait_age,2001-02-24,2001-03-02,0,0,2,,70-79,
count_wait_age,2001-02-24,2001-03-02,0,0,7,,80+,
count_wait_age,2001-02-24,2001-03-02,0,0,7,,50-59,
count_wait_age,2001-02-24,2001-03-02,0,0,3,,40-49,
count_wait_imd,2001-02-24,2001-03-02,0,0,26,,,Unknown
count_wait_imd,2001-02-24,2001-03-02,0,0,1,,,6
count_wait_imd,2001-02-24,2001-03-02,0,0,1,,,1 (most deprived)
count_wait_imd,2001-02-24,2001-03-02,0,0,2,,,4
count_wait_imd,2001-02-24,2001-03-02,0,0,1,,,9
count_wait_imd,2001-02-24,2001-03-02,0,0,1,,,3
count_wait_imd,2001-02-24,2001-03-02,0,0,2,,,7
count_wait,2001-03-03,2001-03-09,0,0,33,,,
count_wait_prior,2001-03-03,2001-03-09,0,0,29,F,,
count_wait_prior,2001-03-03,2001-03-09,0,0,4,T,,
count_wait_age,2001-03-03,2001-03-09,0,0,10,,18-39,
count_wait_age,2001-03-03,2001-03-09,0,0,5,,60-69,
count_wait_age,2001-03-03,2001-03-09,0,0,2,,70-79,
count_wait_age,2001-03-03,2001-03-09,0,0,6,,80+,
count_wait_age,2001-03-03,2001-03-09,0,0,7,,50-59,
count_wait_age,2001-03-03,2001-03-09,0,0,3,,40-49,
count_wait_imd,2001-03-03,2001-03-09,0,0,26,,,Unknown
count_wait_imd,2001-03-03,2001-03-09,0,0,1,,,6
count_wait_imd,2001-03-03,2001-03-09,0,0,1,,,1 (most deprived)
count_wait_imd,2001-03-03,2001-03-09,0,0,2,,,4
count_wait_imd,2001-03-03,2001-03-09,0,0,1,,,9
count_wait_imd,2001-03-03,2001-03-09,0,0,2,,,7
count_wait,2001-03-10,2001-03-16,0,0,32,,,
count_wait_prior,2001-03-10,2001-03-16,0,0,28,F,,
count_wait_prior,2001-03-10,2001-03-16,0,0,4,T,,
count_wait_age,2001-03-10,2001-03-16,0,0,9,,18-39,
count_wait_age,2001-03-10,2001-03-16,0,0,5,,60-69,
count_wait_age,2001-03-10,2001-03-16,0,0,2,,70-79,
count_wait_age,2001-03-10,2001-03-16,0,0,6,,80+,
count_wait_age,2001-03-10,2001-03-16,0,0,7,,50-59,
count_wait_age,2001-03-10,2001-03-16,0,0,3,,40-49,
count_wait_imd,2001-03-10,2001-03-16,0,0,25,,,Unknown
