measure,interval_start,interval_end,ratio,numerator,denominator,prior_opioid_rx,age_group,imd_decile,sex
count_wait_imd,2000-02-19,2000-02-25,0.425925926,460,1080,,,5,
count_wait_imd,2000-02-19,2000-02-25,0.425646552,395,928,,,1 (most deprived),
count_wait_imd,2000-02-19,2000-02-25,0.281312127,283,1006,,,9,
count_wait_imd,2000-02-19,2000-02-25,0.398773006,390,978,,,10 (least deprived),
count_wait_imd,2000-02-19,2000-02-25,0.240494297,253,1052,,,4,
count_wait_imd,2000-02-19,2000-02-25,0.435797665,448,1028,,,3,
count_wait_imd,2000-02-19,2000-02-25,0.27917121,256,917,,,8,
count_wait_imd,2000-02-19,2000-02-25,0.411161731,361,878,,,7,
count_wait_imd,2000-02-19,2000-02-25,0.475086906,410,863,,,2,
count_wait_imd,2000-02-19,2000-02-25,0.2756917,279,1012,,,6,
count_wait_sex,2000-02-19,2000-02-25,0.415642458,372,895,,,,female
count_wait_sex,2000-02-19,2000-02-25,0.334763948,312,932,,,,male
count_wait_prior,2000-02-26,2000-03-03,0.290217391,267,920,T,,,
count_wait_prior,2000-02-26,2000-03-03,0.317209302,341,1075,F,,,
count_wait_age,2000-02-26,2000-03-03,0.295670539,280,947,,18-39,,
count_wait_age,2000-02-26,2000-03-03,0.383429672,398,1038,,80+,,
count_wait_age,2000-02-26,2000-03-03,0.281910009,307,1089,,40-49,,
count_wait_age,2000-02-26,2000-03-03,0.289622642,307,1060,,60-69,,
count_wait_age,2000-02-26,2000-03-03,0.338834951,349,1030,,50-59,,
count_wait_age,2000-02-26,2000-03-03,0.515822785,489,948,,70-79,,
count_wait_imd,2000-02-26,2000-03-03,0.490547264,493,1005,,,Unknown,
count_wait_imd,2000-02-26,2000-03-03,0.348148148,329,945,,,5,
count_wait_imd,2000-02-26,2000-03-03,0.342728298,304,887,,,1 (most deprived),
count_wait_imd,2000-02-26,2000-03-03,0.290825688,317,1090,,,9,
count_wait_imd,2000-02-26,2000-03-03,0.309090909,340,1100,,,10 (least deprived),
count_wait_imd,2000-02-26,2000-03-03,0.455257271,407,894,,,3,
count_wait_imd,2000-02-26,2000-03-03,0.275347913,277,1006,,,4,
count_wait_imd,2000-02-26,2000-03-03,0.49556541,447,902,,,8,
count_wait_imd,2000-02-26,2000-03-03,0.54576659,477,874,,,7,
count_wait_imd,2000-02-26,2000-03-03,0.398364486,341,856,,,2,
count_wait_imd,2000-02-26,2000-03-03,0.479807692,499,1040,,,6,
count_wait_sex,2000-02-26,2000-03-03,0.408568443,391,957,,,,female
count_wait_sex,2000-02-26,2000-03-03,0.530079455,467,881,,,,male
count_wait_prior,2000-03-04,2000-03-10,0.349827388,304,869,T,,,
count_wait_prior,2000-03-04,2000-03-10,0.456709957,422,924,F,,,
count_wait_age,2000-03-04,2000-03-10,0.431567329,391,906,,18-39,,
count_wait_age,2000-03-04,2000-03-10,0.3875,403,1040,,80+,,
count_wait_age,2000-03-04,2000-03-10,0.279581152,267,955,,40-49,,
count_wait_age,2000-03-04,2000-03-10,0.340236686,345,1014,,60-69,,
count_wait_age,2000-03-04,2000-03-10,0.394144144,350,888,,50-59,,
count_wait_age,2000-03-04,2000-03-10,0.298129813,271,909,,70-79,,
count_wait_imd,2000-03-04,2000-03-10,0.486175115,422,868,,,Unknown,
count_wait_imd,2000-03-04,2000-03-10,0.515521064,465,902,,,5,
count_wait_imd,2000-03-04,2000-03-10,0.462255359,496,1073,,,1 (most deprived),
count_wait_imd,2000-03-04,2000-03-10,0.374574347,330,881,,,9,
count_wait_imd,2000-03-04,2000-03-10,0.42320442,383,905,,,10 (least deprived),
count_wait_imd,2000-03-04,2000-03-10,0.352138308,387,1099,,,3,
count_wait_imd,2000-03-04,2000-03-10,0.300091491,328,1093,,,4,
count_wait_imd,2000-03-04,2000-03-10,0.34939759,319,913,,,8,
count_wait_imd,2000-03-04,2000-03-10,0.420242024,382,909,,,7,
count_wait_imd,2000-03-04,2000-03-10,0.268736617,251,934,,,2,
count_wait_imd,2000-03-04,2000-03-10,0.31011236,276,890,,,6,
count_wait_sex,2000-03-04,2000-03-10,0.454726368,457,1005,,,,female
count_wait_sex,2000-03-04,2000-03-10,0.262993763,253,962,,,,male
count_wait_prior,2000-03-11,2000-03-17,0.323017408,334,1034,T,,,
count_wait_prior,2000-03-11,2000-03-17,0.481444333,480,997,F,,,
count_wait_age,2000-03-11,2000-03-17,0.443093923,401,905,,18-39,,
count_wait_age,2000-03-11,2000-03-17,0.297188755,296,996,,80+,,
count_wait_age,2000-03-11,2000-03-17,0.362372567,391,1079,,40-49,,
count_wait_age,2000-03-11,2000-03-17,0.390862944,385,985,,60-69,,
count_wait_age,2000-03-11,2000-03-17,0.542468856,479,883,,50-59,,
count_wait_age,2000-03-11,2000-03-17,0.230910764,251,1087,,70-79,,
count_wait_imd,2000-03-11,2000-03-17,0.474501109,428,902,,,Unknown,
count_wait_imd,2000-03-11,2000-03-17,0.488,488,1000,,,5,
count_wait_imd,2000-03-11,2000-03-17,0.267168391,284,1063,,,1 (most deprived),
count_wait_imd,2000-03-11,2000-03-17,0.238005644,253,1063,,,9,
count_wait_imd,2000-03-11,2000-03-17,0.302607076,325,1074,,,10 (least deprived),
count_wait_imd,2000-03-11,2000-03-17,0.404651163,348,860,,,3,
count_wait_imd,2000-03-11,2000-03-17,0.336921421,313,929,,,4,
count_wait_imd,2000-03-11,2000-03-17,0.370404412,403,1088,,,8,
count_wait_imd,2000-03-11,2000-03-17,0.328323699,284,865,,,7,
count_wait_imd,2000-03-11,2000-03-17,0.318036286,298,937,,,2,
count_wait_imd,2000-03-11,2000-03-17,0.300940439,288,957,,,6,
count_wait_sex,2000-03-11,2000-03-17,0.538043478,495,920,,,,female
count_wait_sex,2000-03-11,2000-03-17,0.458057395,415,906,,,,male
count_wait_prior,2000-03-18,2000-03-24,0.460812087,488,1059,T,,,
count_wait_prior,2000-03-18,2000-03-24,0.284735812,291,1022,F,,,
count_wait_age,2000-03-18,2000-03-24,0.399813607,429,1073,,18-39,,
count_wait_age,2000-03-18,2000-03-24,0.270216963,274,1014,,80+,,
count_wait_age,2000-03-18,2000-03-24,0.437956204,420,959,,40-49,,
count_wait_age,2000-03-18,2000-03-24,0.364978903,346,948,,60-69,,
count_wait_age,2000-03-18,2000-03-24,0.246418338,258,1047,,50-59,,
count_wait_age,2000-03-18,2000-03-24,0.441266599,432,979,,70-79,,
count_wait_imd,2000-03-18,2000-03-24,0.4371909,442,1011,,,Unknown,
count_wait_imd,2000-03-18,2000-03-24,0.280120482,279,996,,,5,
count_wait_imd,2000-03-18,2000-03-24,0.420758929,377,896,,,1 (most deprived),
count_wait_imd,2000-03-18,2000-03-24,0.342583732,358,1045,,,9,
count_wait_imd,2000-03-18,2000-03-24,0.524167562,488,931,,,10 (least deprived),
count_wait_imd,2000-03-18,2000-03-24,0.494516451,496,1003,,,3,
count_wait_imd,2000-03-18,2000-03-24,0.433537832,424,978,,,4,
count_wait_imd,2000-03-18,2000-03-24,0.346439957,326,941,,,8,
count_wait_imd,2000-03-18,2000-03-24,0.363543788,357,982,,,7,
count_wait_imd,2000-03-18,2000-03-24,0.407960199,410,1005,,,2,
count_wait_imd,2000-03-18,2000-03-24,0.296252927,253,854,,,6,
count_wait_sex,2000-03-18,2000-03-24,0.540805223,497,919,,,,female
count_wait_sex,2000-03-18,2000-03-24,0.367213115,336,915,,,,male
count_wait_prior,2000-03-25,2000-03-31,0.458250497,461,1006,T,,,
count_wait_prior,2000-03-25,2000-03-31,0.252725471,255,1009,F,,,
count_wait_age,2000-03-25,2000-03-31,0.454449153,429,944,,18-39,,
count_wait_age,2000-03-25,2000-03-31,0.387774594,406,1047,,80+,,
count_wait_age,2000-03-25,2000-03-31,0.308219178,315,1022,,40-49,,
count_wait_age,2000-03-25,2000-03-31,0.447663551,479,1070,,60-69,,
count_wait_age,2000-03-25,2000-03-31,0.510971787,489,957,,50-59,,
count_wait_age,2000-03-25,2000-03-31,0.496527778,429,864,,70-79,,
count_wait_imd,2000-03-25,2000-03-31,0.286116323,305,1066,,,Unknown,
count_wait_imd,2000-03-25,2000-03-31,0.445916115,404,906,,,5,
count_wait_imd,2000-03-25,2000-03-31,0.436131387,478,1096,,,1 (most deprived),
count_wait_imd,2000-03-25,2000-03-31,0.383574879,397,1035,,,9,
count_wait_imd,2000-03-25,2000-03-31,0.368787276,371,1006,,,10 (least deprived),
count_wait_imd,2000-03-25,2000-03-31,0.519313305,484,932,,,3,
count_wait_imd,2000-03-25,2000-03-31,0.345149254,370,1072,,,4,
count_wait_imd,2000-03-25,2000-03-31,0.402585411,436,1083,,,8,
count_wait_imd,2000-03-25,2000-03-31,0.332378223,348,1047,,,7,
count_wait_imd,2000-03-25,2000-03-31,0.270319635,296,1095,,,2,
count_wait_imd,2000-03-25,2000-03-31,0.466165414,434,931,,,6,
count_wait_sex,2000-03-25,2000-03-31,0.456225681,469,1028,,,,female
count_wait_sex,2000-03-25,2000-03-31,0.291176471,297,1020,,,,male
count_wait_prior,2000-04-01,2000-04-07,0.445060018,482,1083,T,,,
count_wait_prior,2000-04-01,2000-04-07,0.39578714,357,902,F,,,
count_wait_age,2000-04-01,2000-04-07,0.245614035,252,1026,,18-39,,
count_wait_age,2000-04-01,2000-04-07,0.402390438,404,1004,,40-49,,
count_wait_age,2000-04-01,2000-04-07,0.548423423,487,888,,60-69,,
count_wait_age,2000-04-01,2000-04-07,0.36440678,387,1062,,50-59,,
count_wait_age,2000-04-01,2000-04-07,0.259223301,267,1030,,80+,,
count_wait_age,2000-04-01,2000-04-07,0.467759563,428,915,,70-79,,
count_wait_imd,2000-04-01,2000-04-07,0.476655809,439,921,,,Unknown,
count_wait_imd,2000-04-01,2000-04-07,0.350815851,301,858,,,9,
count_wait_imd,2000-04-01,2000-04-07,0.391061453,350,895,,,10 (least deprived),
count_wait_imd,2000-04-01,2000-04-07,0.357211079,374,1047,,,3,
count_wait_imd,2000-04-01,2000-04-07,0.278203724,254,913,,,4,
count_wait_imd,2000-04-01,2000-04-07,0.313748531,267,851,,,8,
count_wait_imd,2000-04-01,2000-04-07,0.402224282,434,1079,,,1 (most deprived),
count_wait_imd,2000-04-01,2000-04-07,0.308080808,305,990,,,7,
count_wait_imd,2000-04-01,2000-04-07,0.415492958,354,852,,,2,
count_wait_imd,2000-04-01,2000-04-07,0.241727941,263,1088,,,5,
count_wait_imd,2000-04-01,2000-04-07,0.521511018,497,953,,,6,
count_wait_sex,2000-04-01,2000-04-07,0.437849944,391,893,,,,female
count_wait_sex,2000-04-01,2000-04-07,0.380733945,332,872,,,,male
count_wait_prior,2000-04-08,2000-04-14,0.248262165,250,1007,T,,,
count_wait_prior,2000-04-08,2000-04-14,0.333008763,342,1027,F,,,
count_wait_age,2000-04-08,2000-04-14,0.54525627,500,917,,18-39,,
count_wait_age,2000-04-08,2000-04-14,0.418931584,447,1067,,40-49,,
count_wait_age,2000-04-08,2000-04-14,0.342828077,337,983,,60-69,,
count_wait_age,2000-04-08,2000-04-14,0.31242741,269,861,,50-59,,
count_wait_age,2000-04-08,2000-04-14,0.252757353,275,1088,,80+,,
count_wait_age,2000-04-08,2000-04-14,0.522300469,445,852,,70-79,,
count_wait_imd,2000-04-08,2000-04-14,0.425026969,394,927,,,Unknown,
count_wait_imd,2000-04-08,2000-04-14,0.430921053,393,912,,,9,
count_wait_imd,2000-04-08,2000-04-14,0.362250879,309,853,,,10 (least deprived),
count_wait_imd,2000-04-08,2000-04-14,0.41862955,391,934,,,3,
count_wait_imd,2000-04-08,2000-04-14,0.399137001,370,927,,,4,
count_wait_imd,2000-04-08,2000-04-14,0.377875137,345,913,,,8,
count_wait_imd,2000-04-08,2000-04-14,0.309248555,321,1038,,,1 (most deprived),
count_wait_imd,2000-04-08,2000-04-14,0.277318641,302,1089,,,7,
count_wait_imd,2000-04-08,2000-04-14,0.331395349,285,860,,,2,
count_wait_imd,2000-04-08,2000-04-14,0.378830084,408,1077,,,5,
count_wait_imd,2000-04-08,2000-04-14,0.368303571,330,896,,,6,
count_wait_sex,2000-04-08,2000-04-14,0.286427146,287,1002,,,,female
count_wait_sex,2000-04-08,2000-04-14,0.264907136,271,1023,,,,male
count_wait_prior,2000-04-15,2000-04-21,0.364107884,351,964,T,,,
count_wait_prior,2000-04-15,2000-04-21,0.554913295,480,865,F,,,
count_wait_age,2000-04-15,2000-04-21,0.397286822,410,1032,,18-39,,
count_wait_age,2000-04-15,2000-04-21,0.50845666,481,946,,40-49,,
count_wait_age,2000-04-15,2000-04-21,0.286673058,299,1043,,60-69,,
count_wait_age,2000-04-15,2000-04-21,0.394117647,402,1020,,50-59,,
count_wait_age,2000-04-15,2000-04-21,0.514553015,495,962,,80+,,
count_wait_age,2000-04-15,2000-04-21,0.246183206,258,1048,,70-79,,
count_wait_imd,2000-04-15,2000-04-21,0.322297955,331,1027,,,Unknown,
count_wait_imd,2000-04-15,2000-04-21,0.546605293,475,869,,,9,
count_wait_imd,2000-04-15,2000-04-21,0.432852386,390,901,,,10 (least deprived),
count_wait_imd,2000-04-15,2000-04-21,0.309471366,281,908,,,3,
count_wait_imd,2000-04-15,2000-04-21,0.37222758,386,1037,,,4,
count_wait_imd,2000-04-15,2000-04-21,0.444096134,425,957,,,8,
count_wait_imd,2000-04-15,2000-04-21,0.316526611,339,1071,,,1 (most deprived),
count_wait_imd,2000-04-15,2000-04-21,0.448081264,397,886,,,7,
count_wait_imd,2000-04-15,2000-04-21,0.484313725,494,1020,,,2,
count_wait_imd,2000-04-15,2000-04-21,0.505630631,449,888,,,5,
count_wait_imd,2000-04-15,2000-04-21,0.376530612,369,980,,,6,
count_wait_sex,2000-04-15,2000-04-21,0.412289395,416,1009,,,,female
count_wait_sex,2000-04-15,2000-04-21,0.320471597,299,933,,,,male
count_wait_prior,2000-04-22,2000-04-28,0.393911439,427,1084,T,,,
count_wait_prior,2000-04-22,2000-04-28,0.418657565,368,879,F,,,
count_wait_age,2000-04-22,2000-04-28,0.281632653,276,980,,18-39,,
count_wait_age,2000-04-22,2000-04-28,0.271708683,291,1071,,40-49,,
count_wait_age,2000-04-22,2000-04-28,0.480637813,422,878,,60-69,,
count_wait_age,2000-04-22,2000-04-28,0.383900929,372,969,,50-59,,
count_wait_age,2000-04-22,2000-04-28,0.321613237,311,967,,80+,,
count_wait_age,2000-04-22,2000-04-28,0.324976787,350,1077,,70-79,,
count_wait_imd,2000-04-22,2000-04-28,0.266731329,275,1031,,,Unknown,
count_wait_imd,2000-04-22,2000-04-28,0.474789916,452,952,,,9,
count_wait_imd,2000-04-22,2000-04-28,0.437718277,376,859,,,10 (least deprived),
count_wait_imd,2000-04-22,2000-04-28,0.337371855,362,1073,,,3,
count_wait_imd,2000-04-22,2000-04-28,0.349268293,358,1025,,,4,
count_wait_imd,2000-04-22,2000-04-28,0.350289017,303,865,,,8,
count_wait_imd,2000-04-22,2000-04-28,0.271139706,295,1088,,,1 (most deprived),
count_wait_imd,2000-04-22,2000-04-28,0.423340961,370,874,,,7,
count_wait_imd,2000-04-22,2000-04-28,0.421296296,455,1080,,,2,
count_wait_imd,2000-04-22,2000-04-28,0.52849162,473,895,,,5,
count_wait_imd,2000-04-22,2000-04-28,0.457198444,470,1028,,,6,
count_wait_sex,2000-04-22,2000-04-28,0.308746048,293,949,,,,female
count_wait_sex,2000-04-22,2000-04-28,0.304437564,295,969,,,,male
count_wait_prior,2000-04-29,2000-05-05,0.310580205,273,879,T,,,
count_wait_prior,2000-04-29,2000-05-05,0.321463897,325,1011,F,,,
count_wait_age,2000-04-29,2000-05-05,0.311258278,282,906,,18-39,,
count_wait_age,2000-04-29,2000-05-05,0.294350842,297,1009,,40-49,,
count_wait_age,2000-04-29,2000-05-05,0.320999075,347,1081,,60-69,,
count_wait_age,2000-04-29,2000-05-05,0.395242452,432,1093,,50-59,,
count_wait_age,2000-04-29,2000-05-05,0.406799531,347,853,,80+,,
count_wait_age,2000-04-29,2000-05-05,0.455823293,454,996,,70-79,,
count_wait_imd,2000-04-29,2000-05-05,0.437788018,380,868,,,Unknown,
count_wait_imd,2000-04-29,2000-05-05,0.381798002,344,901,,,9,
count_wait_imd,2000-04-29,2000-05-05,0.496746204,458,922,,,10 (least deprived),
count_wait_imd,2000-04-29,2000-05-05,0.326508621,303,928,,,3,
count_wait_imd,2000-04-29,2000-05-05,0.234489051,257,1096,,,4,
count_wait_imd,2000-04-29,2000-05-05,0.344393593,301,874,,,8,
count_wait_imd,2000-04-29,2000-05-05,0.458631256,449,979,,,1 (most deprived),
count_wait_imd,2000-04-29,2000-05-05,0.289669862,272,939,,,7,
count_wait_imd,2000-04-29,2000-05-05,0.315673289,286,906,,,2,
count_wait_imd,2000-04-29,2000-05-05,0.477966102,423,885,,,5,
count_wait_imd,2000-04-29,2000-05-05,0.503378378,447,888,,,6,
count_wait_sex,2000-04-29,2000-05-05,0.395853899,401,1013,,,,female
count_wait_sex,2000-04-29,2000-05-05,0.415740741,449,1080,,,,male
count_wait_prior,2000-05-06,2000-05-12,0.31010101,307,990,T,,,
count_wait_prior,2000-05-06,2000-05-12,0.458982347,442,963,F,,,
count_wait_age,2000-05-06,2000-05-12,0.473509934,429,906,,18-39,,
count_wait_age,2000-05-06,2000-05-12,0.454368932,468,1030,,40-49,,
count_wait_age,2000-05-06,2000-05-12,0.37804878,403,1066,,60-69,,
count_wait_age,2000-05-06,2000-05-12,0.389144434,423,1087,,50-59,,
count_wait_age,2000-05-06,2000-05-12,0.484953704,419,864,,80+,,
count_wait_age,2000-05-06,2000-05-12,0.29489603,312,1058,,70-79,,
count_wait_imd,2000-05-06,2000-05-12,0.522026432,474,908,,,Unknown,
count_wait_imd,2000-05-06,2000-05-12,0.40419708,443,1096,,,9,
count_wait_imd,2000-05-06,2000-05-12,0.452468007,495,1094,,,10 (least deprived),
count_wait_imd,2000-05-06,2000-05-12,0.445212241,451,1013,,,3,
count_wait_imd,2000-05-06,2000-05-12,0.265426053,271,1021,,,4,
count_wait_imd,2000-05-06,2000-05-12,0.521939954,452,866,,,1 (most deprived),
count_wait_imd,2000-05-06,2000-05-12,0.490059642,493,1006,,,7,
count_wait_imd,2000-05-06,2000-05-12,0.320553781,301,939,,,2,
count_wait_imd,2000-05-06,2000-05-12,0.331595412,318,959,,,5,
count_wait_imd,2000-05-06,2000-05-12,0.390984361,425,1087,,,6,
count_wait_sex,2000-05-06,2000-05-12,0.37691522,369,979,,,,female
count_wait_sex,2000-05-06,2000-05-12,0.497782705,449,902,,,,male
count_wait_prior,2000-05-13,2000-05-19,0.465499485,452,971,T,,,
count_wait_prior,2000-05-13,2000-05-19,0.283536585,279,984,F,,,
count_wait_age,2000-05-13,2000-05-19,0.364231189,334,917,,80+,,
count_wait_age,2000-05-13,2000-05-19,0.265306122,286,1078,,18-39,,
count_wait_age,2000-05-13,2000-05-19,0.244995234,257,1049,,60-69,,
count_wait_age,2000-05-13,2000-05-19,0.319042871,320,1003,,70-79,,
count_wait_age,2000-05-13,2000-05-19,0.443298969,430,970,,40-49,,
count_wait_age,2000-05-13,2000-05-19,0.403288201,417,1034,,50-59,,
count_wait_imd,2000-05-13,2000-05-19,0.338506305,349,1031,,,Unknown,
count_wait_imd,2000-05-13,2000-05-19,0.429012346,417,972,,,5,
count_wait_imd,2000-05-13,2000-05-19,0.47826087,462,966,,,6,
count_wait_imd,2000-05-13,2000-05-19,0.428251121,382,892,,,1 (most deprived),
count_wait_imd,2000-05-13,2000-05-19,0.345070423,343,994,,,4,
count_wait_imd,2000-05-13,2000-05-19,0.339323467,321,946,,,9,
count_wait_imd,2000-05-13,2000-05-19,0.336812144,355,1054,,,2,
count_wait_imd,2000-05-13,2000-05-19,0.441640379,420,951,,,10 (least deprived),
count_wait_imd,2000-05-13,2000-05-19,0.373549884,322,862,,,3,
count_wait_imd,2000-05-13,2000-05-19,0.318335208,283,889,,,7,
count_wait_sex,2000-05-13,2000-05-19,0.377513711,413,1094,,,,female
count_wait_sex,2000-05-13,2000-05-19,0.29147571,318,1091,,,,male
count_wait_prior,2000-05-20,2000-05-26,0.36142132,356,985,T,,,
count_wait_prior,2000-05-20,2000-05-26,0.356877323,384,1076,F,,,
count_wait_age,2000-05-20,2000-05-26,0.295516926,323,1093,,80+,,
count_wait_age,2000-05-20,2000-05-26,0.443396226,423,954,,18-39,,
count_wait_age,2000-05-20,2000-05-26,0.268421053,255,950,,60-69,,
count_wait_age,2000-05-20,2000-05-26,0.355640535,372,1046,,70-79,,
count_wait_age,2000-05-20,2000-05-26,0.464208243,428,922,,40-49,,
count_wait_age,2000-05-20,2000-05-26,0.469434833,407,867,,50-59,,
count_wait_imd,2000-05-20,2000-05-26,0.347440945,353,1016,,,Unknown,
count_wait_imd,2000-05-20,2000-05-26,0.298160697,308,1033,,,5,
count_wait_imd,2000-05-20,2000-05-26,0.529875986,470,887,,,6,
count_wait_imd,2000-05-20,2000-05-26,0.340952381,358,1050,,,1 (most deprived),
count_wait_imd,2000-05-20,2000-05-26,0.396261682,424,1070,,,4,
count_wait_imd,2000-05-20,2000-05-26,0.350649351,324,924,,,9,
count_wait_imd,2000-05-20,2000-05-26,0.342618384,369,1077,,,2,
count_wait_imd,2000-05-20,2000-05-26,0.318229715,302,949,,,10 (least deprived),
count_wait_imd,2000-05-20,2000-05-26,0.52687039,500,949,,,3,
count_wait_imd,2000-05-20,2000-05-26,0.393081761,375,954,,,7,
count_wait_sex,2000-05-20,2000-05-26,0.537297297,497,925,,,,female
count_wait_sex,2000-05-20,2000-05-26,0.468172485,456,974,,,,male
count_wait_prior,2000-05-27,2000-06-02,0.321073559,323,1006,T,,,
count_wait_prior,2000-05-27,2000-06-02,0.282375852,290,1027,F,,,
count_wait_age,2000-05-27,2000-06-02,0.400826446,388,968,,80+,,
count_wait_age,2000-05-27,2000-06-02,0.35015448,340,971,,18-39,,
count_wait_age,2000-05-27,2000-06-02,0.390010627,367,941,,60-69,,
count_wait_age,2000-05-27,2000-06-02,0.467,467,1000,,70-79,,
count_wait_age,2000-05-27,2000-06-02,0.301192843,303,1006,,40-49,,
count_wait_age,2000-05-27,2000-06-02,0.474372955,435,917,,50-59,,
count_wait_imd,2000-05-27,2000-06-02,0.34791889,326,937,,,Unknown,
count_wait_imd,2000-05-27,2000-06-02,0.320187793,341,1065,,,5,
count_wait_imd,2000-05-27,2000-06-02,0.265143992,267,1007,,,6,
count_wait_imd,2000-05-27,2000-06-02,0.414473684,378,912,,,1 (most deprived),
count_wait_imd,2000-05-27,2000-06-02,0.430337079,383,890,,,4,
count_wait_imd,2000-05-27,2000-06-02,0.398286938,372,934,,,9,
count_wait_imd,2000-05-27,2000-06-02,0.250240616,260,1039,,,2,
count_wait_imd,2000-05-27,2000-06-02,0.231123389,251,1086,,,10 (least deprived),
count_wait_imd,2000-05-27,2000-06-02,0.252631579,264,1045,,,3,
count_wait_imd,2000-05-27,2000-06-02,0.41591138,413,993,,,7,
count_wait_sex,2000-05-27,2000-06-02,0.376865672,404,1072,,,,female
count_wait_sex,2000-05-27,2000-06-02,0.447338618,395,883,,,,male
count_wait_prior,2000-06-03,2000-06-09,0.428571429,390,910,T,,,
count_wait_prior,2000-06-03,2000-06-09,0.32187858,281,873,F,,,
count_wait_age,2000-06-03,2000-06-09,0.353457739,322,911,,80+,,
count_wait_age,2000-06-03,2000-06-09,0.341573034,304,890,,18-39,,
count_wait_age,2000-06-03,2000-06-09,0.316588785,271,856,,60-69,,
count_wait_age,2000-06-03,2000-06-09,0.515789474,441,855,,70-79,,
count_wait_age,2000-06-03,2000-06-09,0.437213566,477,1091,,40-49,,
count_wait_age,2000-06-03,2000-06-09,0.507882883,451,888,,50-59,,
count_wait_imd,2000-06-03,2000-06-09,0.324299065,347,1070,,,Unknown,
count_wait_imd,2000-06-03,2000-06-09,0.463605823,414,893,,,5,
count_wait_imd,2000-06-03,2000-06-09,0.281316348,265,942,,,6,
count_wait_imd,2000-06-03,2000-06-09,0.427840328,418,977,,,1 (most deprived),
count_wait_imd,2000-06-03,2000-06-09,0.350737798,309,881,,,4,
count_wait_imd,2000-06-03,2000-06-09,0.346190935,359,1037,,,9,
count_wait_imd,2000-06-03,2000-06-09,0.465497076,398,855,,,2,
count_wait_imd,2000-06-03,2000-06-09,0.332352941,339,1020,,,10 (least deprived),
count_wait_imd,2000-06-03,2000-06-09,0.280582524,289,1030,,,3,
count_wait_imd,2000-06-03,2000-06-09,0.452812202,475,1049,,,7,
count_wait_sex,2000-06-03,2000-06-09,0.560137457,489,873,,,,female
count_wait_sex,2000-06-03,2000-06-09,0.486427796,448,921,,,,male
count_wait_prior,2000-06-10,2000-06-16,0.410179641,411,1002,T,,,
count_wait_prior,2000-06-10,2000-06-16,0.470387244,413,878,F,,,
count_wait_age,2000-06-10,2000-06-16,0.292358804,264,903,,80+,,
count_wait_age,2000-06-10,2000-06-16,0.4375,427,976,,18-39,,
count_wait_age,2000-06-10,2000-06-16,0.434324065,453,1043,,60-69,,
count_wait_age,2000-06-10,2000-06-16,0.446546831,472,1057,,70-79,,
count_wait_age,2000-06-10,2000-06-16,0.472672065,467,988,,40-49,,
count_wait_age,2000-06-10,2000-06-16,0.436714976,452,1035,,50-59,,
count_wait_imd,2000-06-10,2000-06-16,0.283448959,286,1009,,,Unknown,
count_wait_imd,2000-06-10,2000-06-16,0.320366133,280,874,,,5,
count_wait_imd,2000-06-10,2000-06-16,0.36,342,950,,,6,
count_wait_imd,2000-06-10,2000-06-16,0.259371834,256,987,,,1 (most deprived),
count_wait_imd,2000-06-10,2000-06-16,0.291347207,266,913,,,4,
count_wait_imd,2000-06-10,2000-06-16,0.338842975,369,1089,,,9,
count_wait_imd,2000-06-10,2000-06-16,0.565268065,485,858,,,2,
count_wait_imd,2000-06-10,2000-06-16,0.336734694,330,980,,,10 (least deprived),
count_wait_imd,2000-06-10,2000-06-16,0.304210526,289,950,,,3,
count_wait_imd,2000-06-10,2000-06-16,0.341176471,319,935,,,7,
count_wait_sex,2000-06-10,2000-06-16,0.471050049,480,1019,,,,female
count_wait_sex,2000-06-10,2000-06-16,0.265324794,290,1093,,,,male
count_wait_prior,2000-06-17,2000-06-23,0.547105562,482,881,T,,,
count_wait_prior,2000-06-17,2000-06-23,0.376879699,401,1064,F,,,
count_wait_age,2000-06-17,2000-06-23,0.36642784,358,977,,80+,,
count_wait_age,2000-06-17,2000-06-23,0.350239234,366,1045,,18-39,,
count_wait_age,2000-06-17,2000-06-23,0.291075051,287,986,,60-69,,
count_wait_age,2000-06-17,2000-06-23,0.329038652,332,1009,,70-79,,
count_wait_age,2000-06-17,2000-06-23,0.265478424,283,1066,,40-49,,
count_wait_age,2000-06-17,2000-06-23,0.331627431,324,977,,50-59,,
count_wait_imd,2000-06-17,2000-06-23,0.337701613,335,992,,,Unknown,
count_wait_imd,2000-06-17,2000-06-23,0.342776204,363,1059,,,5,
count_wait_imd,2000-06-17,2000-06-23,0.288197621,315,1093,,,6,
count_wait_imd,2000-06-17,2000-06-23,0.286637931,266,928,,,1 (most deprived),
count_wait_imd,2000-06-17,2000-06-23,0.39787234,374,940,,,4,
count_wait_imd,2000-06-17,2000-06-23,0.505252101,481,952,,,9,
count_wait_imd,2000-06-17,2000-06-23,0.308950914,321,1039,,,2,
count_wait_imd,2000-06-17,2000-06-23,0.51577802,474,919,,,10 (least deprived),
count_wait_imd,2000-06-17,2000-06-23,0.363203051,381,1049,,,3,
count_wait_imd,2000-06-17,2000-06-23,0.323717949,303,936,,,7,
count_wait_sex,2000-06-17,2000-06-23,0.481848185,438,909,,,,female
count_wait_sex,2000-06-17,2000-06-23,0.550387597,497,903,,,,male
count_wait_prior,2000-06-24,2000-06-30,0.349496798,382,1093,T,,,
